User_ID,Username,Email,Signup_Date,Country,Age,Gender,Device_Type,Game_Title,Total_Play_Sessions,Avg_Session_Duration_Min,Total_Hours_Played,In_Game_Purchases_Count,Total_Revenue_USD,Last_Login,Subscription_Tier,Referral_Source,Preferred_Game_Mode,Rank_Tier,Achievement_Score,Revenue_per_Session,Days_Since_Signup,Days_Since_Last_Login
7280e6c4-6f7c-45dd-a8fc-c58389ea8e07,geoffreyanderson,haleymitchell@gmail.com,2024-12-15,Austria,22,Other,Mobile,MysticWar,21,5.78,38.41,6,27.5,2025-05-19,Silver,Social Media,Co-op,Bronze,8721,1.3095238095238095,164,9.0
23c48d4f-f5d0-4ff4-ba0f-2007441b9b57,riverachristian,masonmelissa@hotmail.com,2024-03-07,Gabon,22,Other,PC,QuestRaid,22,32.53,129.02,10,2.5,2025-05-12,Gold,Ads,Solo,Bronze,3572,0.11363636363636363,447,16.0
cf8d530c-c137-4346-a78b-e76e36d45e2a,brownchris,mnichols@mcmillan.net,2023-10-19,Ireland,36,Female,PC,QuestRaid,12,21.55,62.5,5,25.56,2025-05-03,Silver,Organic,Solo,Platinum,1060,2.13,587,25.0
47fcbe87-a1c1-40c3-b450-1b5692f61538,christopher90,ttaylor@gmail.com,2023-09-28,Belarus,23,Other,PC,QuestRaid,19,28.36,79.4,4,132.25,2025-05-08,Silver,Friend,Multiplayer,Diamond,3591,6.9605263157894735,608,20.0
0b620a32-9e77-4b4a-9931-f0b654bef095,vfreeman,amanda80@gmail.com,2024-08-09,Slovenia,26,Other,PC,QuestRaid,18,17.63,86.7,6,20.79,,Free,Friend,Multiplayer,Diamond,2666,1.155,292,
dffbc115-7354-4512-87b2-1e685d84a5d2,brian37,kennethherman@gmail.com,2024-04-07,Cape Verde,41,Other,Mobile,BattleZone,25,21.49,125.28,7,57.89,2025-05-21,Silver,Organic,Solo,Gold,5605,2.3156,416,7.0
177e2ac4-d8db-4304-a3a8-85030639319c,kellyperry,curtisannette@yahoo.com,2025-03-08,Niger,19,Male,Mobile,SpeedRun,25,18.05,88.02,4,5.23,2025-05-09,Platinum,Friend,Co-op,Bronze,8469,0.20920000000000002,81,19.0
602334ff-fba1-4289-ab6d-bb2fb5705777,smaldonado,scottamanda@gmail.com,2024-01-28,Australia,24,Male,Mobile,BattleZone,13,22.37,33.4,4,100.0,,Free,Ads,Solo,Silver,1392,7.6923076923076925,486,
72876878-6323-4552-a8e6-554f7bf1bc85,annaschwartz,ronaldacosta@gmail.com,2024-01-09,Cameroon,29,Male,Mobile,BattleZone,15,27.89,83.58,3,66.61,,Silver,Friend,Co-op,Platinum,89,4.440666666666667,505,
367648d2-a353-4bd0-b6de-17be14318738,owallace,jonathan17@mcmillan.biz,2024-11-26,Morocco,25,Male,Console,QuestRaid,19,31.83,82.28,3,44.28,2025-05-08,Gold,Friend,Multiplayer,Silver,6958,2.3305263157894736,183,20.0
3d97eabe-4581-4c5b-b467-214599b4e577,collinhanna,ryanbrown@murphy-mann.info,2023-12-05,Heard Island and McDonald Islands,39,Male,PC,SpeedRun,26,34.08,16.25,5,19.68,2025-05-17,Silver,Organic,Multiplayer,Diamond,2483,0.7569230769230769,540,11.0
0a46a61d-955e-4f40-9943-2f5512702a9c,bradleybrianna,ddennis@tucker-montes.biz,2024-10-27,Australia,35,Other,PC,SpeedRun,22,32.69,122.2,7,25.01,,Platinum,Social Media,Multiplayer,Diamond,6479,1.136818181818182,213,
3fa4296b-3ff2-4e53-a388-8e132f894686,carol27,lindseyderrick@gmail.com,2024-09-10,Samoa,39,Other,Console,SpeedRun,30,40.23,88.88,5,28.75,,Gold,Organic,Co-op,Bronze,8439,0.9583333333333334,260,
9faab244-08b3-4f8e-9ef3-3295cea56db2,reidsusan,george94@gmail.com,2024-10-12,United States Minor Outlying Islands,21,Male,Console,BattleZone,22,16.48,178.0,3,31.7,2025-05-03,Platinum,Friend,Solo,Platinum,5341,1.440909090909091,228,25.0
95480647-c44e-4dac-983d-47c4c2d2d915,richardsonlisa,felicia07@davis-middleton.com,2023-09-21,Reunion,16,Male,PC,SpeedRun,19,32.09,62.79,5,9.25,2025-05-01,Gold,Organic,Co-op,Platinum,5431,0.4868421052631579,615,27.0
0b9650a0-b453-4ca0-9fb0-0b0ff2e70f6f,anncochran,xadams@gmail.com,2024-09-04,Northern Mariana Islands,20,Female,PC,QuestRaid,17,10.18,-25.25,7,86.16,2025-05-04,Gold,Social Media,Multiplayer,Bronze,820,5.068235294117647,266,24.0
7ba3b709-be03-4ebd-962a-1674530def01,andersonstephen,kimberly15@gmail.com,2024-12-12,Guadeloupe,31,Other,Console,SpeedRun,23,23.52,99.37,9,103.33,2025-05-12,Free,Ads,Solo,Bronze,380,4.492608695652174,167,16.0
cb8b2ffe-ccc8-4f9d-8b45-e4048473dd4a,zolson,kirbyandrew@yahoo.com,2023-08-31,Jersey,34,Other,Mobile,QuestRaid,19,13.69,56.98,3,18.12,2025-05-01,Gold,Friend,Multiplayer,Platinum,6004,0.9536842105263158,636,27.0
743f543a-5f3b-472c-8672-3a0e75dd2c5a,daniel33,jameshess@shepherd-price.com,2024-08-04,Japan,31,Other,Mobile,SpeedRun,15,40.64,66.87,2,51.32,,Platinum,Ads,Solo,Diamond,3613,3.4213333333333336,297,
206c73d8-a5bc-4bfa-9746-ade12ad1b4e9,josephball,guzmanjacqueline@davis-thomas.net,2024-12-16,Vanuatu,14,Other,Mobile,BattleZone,28,46.8,106.11,4,25.9,2025-05-06,Gold,Social Media,Co-op,Silver,3167,0.9249999999999999,163,22.0
db3a454b-0885-447d-bb2f-4bdbdff10889,jtorres,markwright@guzman-chapman.biz,2024-11-05,Togo,18,Other,Mobile,QuestRaid,19,29.51,-8.57,7,23.27,2025-05-18,Free,Organic,Co-op,Silver,9191,1.2247368421052631,204,10.0
51659cac-9ba0-4e8b-a037-d0dc1d4cae7e,davidbrown,padillasharon@mckinney.com,2025-03-01,Solomon Islands,21,Female,PC,QuestRaid,12,23.58,147.25,3,84.12,,Silver,Social Media,Solo,Diamond,835,7.010000000000001,88,
3a9a33df-3c1e-47b6-a2ac-52b0eceb971e,james19,jmcbride@yahoo.com,2024-09-28,El Salvador,27,Female,Console,MysticWar,21,26.73,47.79,8,32.62,,Free,Social Media,Multiplayer,Gold,919,1.5533333333333332,242,
1804ddf2-15c1-44a2-bb9d-7dc10d5631a6,eatonbarry,katherine24@yahoo.com,2024-07-03,France,49,Female,Console,BattleZone,30,21.83,103.33,3,95.53,,Silver,Friend,Co-op,Platinum,5161,3.1843333333333335,329,
a3914548-c294-409c-b090-b9e51472c079,sdonaldson,pamela63@mccoy-chang.org,2023-10-30,British Virgin Islands,33,Other,Console,QuestRaid,16,34.27,75.65,4,44.02,2025-05-07,Platinum,Ads,Multiplayer,Bronze,9376,2.75125,576,21.0
1ae96e5c-e7ec-45d5-a326-c66cb532bf18,hernandezrachel,susan43@gonzales.com,2024-12-16,Nauru,32,Other,Console,BattleZone,20,13.22,134.64,7,24.74,2025-05-20,Platinum,Friend,Solo,Gold,5345,1.2369999999999999,163,8.0
3cd25f21-452c-4071-9d39-0ccc28df8598,hamptontammy,amy52@rosales-smith.com,2023-10-15,Anguilla,23,Female,PC,QuestRaid,12,39.39,115.14,6,46.28,2025-05-08,Free,Organic,Multiplayer,Diamond,2323,3.856666666666667,591,20.0
8a85126b-b547-4309-90fd-158686cc6505,russellpalmer,elizabeth97@hotmail.com,2023-08-26,Saint Pierre and Miquelon,48,Male,Mobile,BattleZone,20,13.8,17.96,3,48.58,,Gold,Ads,Multiplayer,Platinum,4420,2.429,641,
b0a921b2-1156-4567-be03-564e1faf54ef,thomas50,sheliachambers@hotmail.com,2024-03-16,Afghanistan,20,Male,Console,SpeedRun,22,3.85,59.2,7,93.69,2025-05-12,Silver,Ads,Solo,Gold,5270,4.258636363636364,438,16.0
21e8604b-a868-43d9-a8df-65e25df445c4,xmccormick,dbrown@yahoo.com,2024-08-05,Haiti,41,Other,PC,MysticWar,22,18.1,137.43,4,45.67,2025-05-03,Free,Friend,Multiplayer,Gold,2039,2.075909090909091,296,25.0
4fc0db47-04d0-487d-98bb-64f3b1c884cc,bullockbrandon,derrickmclaughlin@smith.com,2024-12-19,Bangladesh,40,Male,Mobile,BattleZone,13,24.19,118.44,2,2.1,2025-05-20,Free,Friend,Co-op,Diamond,1296,0.16153846153846155,160,8.0
6a769874-c49a-41b3-9bb0-b07f84d16b25,alyssagardner,beckerrebecca@lopez.com,2024-10-11,Andorra,21,Female,PC,SpeedRun,26,34.8,114.19,5,36.64,2025-05-04,Gold,Organic,Co-op,Bronze,3327,1.4092307692307693,229,24.0
1748969f-3d6f-4bf0-b915-896c1a459d55,gparker,uday@yahoo.com,2024-09-04,Estonia,46,Male,Console,QuestRaid,20,40.84,159.32,5,31.17,2025-05-12,Platinum,Organic,Co-op,Silver,8694,1.5585,266,16.0
15fa4476-380e-4d39-b3a0-52b5ea5d8db0,jongarcia,robertsandoval@hotmail.com,2023-10-12,Moldova,21,Other,PC,MysticWar,24,42.79,68.17,7,9.29,2025-05-21,Gold,Organic,Co-op,Platinum,1306,0.3870833333333333,594,7.0
55a00c92-62e1-48af-bcb9-28f401aa6446,reyeswhitney,dmorrison@gmail.com,2024-12-23,Germany,40,Male,PC,MysticWar,19,25.5,118.92,5,26.71,2025-05-18,Gold,Ads,Co-op,Silver,7492,1.4057894736842105,156,10.0
27861722-ded8-45ca-b262-aa70f367ec37,rebecca06,fischerclaudia@mueller.com,2024-04-06,Vietnam,16,Female,PC,BattleZone,27,39.04,100.13,7,96.38,,Gold,Friend,Solo,Diamond,6189,3.5696296296296293,417,
1b70977a-c7b2-4217-96e7-41e0778d506b,kendraanthony,lglover@hotmail.com,2024-02-26,Honduras,31,Male,Mobile,SpeedRun,20,41.21,77.86,6,18.74,2025-05-04,Silver,Organic,Solo,Gold,7843,0.9369999999999999,457,24.0
dbb44099-e9ef-42cc-b3b4-708d6de074d6,hannaharmstrong,doylekellie@hotmail.com,2025-03-19,Heard Island and McDonald Islands,45,Other,Mobile,BattleZone,27,40.78,111.16,3,10.79,2025-05-02,Silver,Friend,Multiplayer,Silver,601,0.3996296296296296,70,26.0
134189bd-335e-46d6-ba03-6fa8e6b42ff2,tracy41,robert00@yahoo.com,2024-10-10,Namibia,37,Other,PC,BattleZone,16,3.11,94.87,7,48.84,2025-05-04,Gold,Friend,Multiplayer,Silver,5471,3.0525,230,24.0
12cf31f6-e4f3-4523-b491-5239eea1cc30,sjackson,pattersonemma@hotmail.com,2024-07-12,Morocco,40,Male,Console,MysticWar,17,19.91,8.3,4,20.01,2025-05-10,Platinum,Ads,Co-op,Diamond,1878,1.177058823529412,320,18.0
bfdf475c-1058-41ef-abbf-49e70a859b13,luisfrost,paul38@stephenson.com,2023-11-06,Lithuania,30,Male,Console,SpeedRun,18,27.18,180.93,3,18.98,2025-05-18,Free,Organic,Multiplayer,Silver,3567,1.0544444444444445,569,10.0
525986ce-3f37-47ed-95eb-5dadff517593,michaelnicholson,stonecarl@ponce-russell.com,2023-08-31,Gambia,16,Other,PC,SpeedRun,13,48.45,79.66,6,135.94,2025-05-14,Gold,Social Media,Multiplayer,Bronze,4601,10.456923076923077,636,14.0
db1b9f7c-49d3-4559-bf75-e566edb043bf,sandradalton,bryanerika@hotmail.com,2025-04-14,Nicaragua,48,Male,Mobile,BattleZone,34,34.45,143.31,5,0.84,,Free,Social Media,Solo,Diamond,9475,0.024705882352941175,44,
9ae005a5-c592-42e4-a36d-dde8a8d944c6,melissarobinson,medinacindy@hotmail.com,2025-05-05,Belarus,20,Other,Mobile,BattleZone,17,25.43,13.32,2,24.24,2025-05-18,Gold,Friend,Co-op,Gold,9242,1.4258823529411764,23,10.0
